update_date,update_time,NOFO_Region,Positive_Cases,Deaths,Tested
2020-10-29 0:00:00,12:45,Unassigned,57,0,63992
2020-10-30 0:00:00,12:45,Unassigned,65,0,64100
2020-03-20 0:00:00,12:00,West Central,1,0,0
2020-03-21 0:00:00,12:00,West Central,1,0,0
2020-03-22 0:00:00,12:00,West Central,1,0,0
2020-03-24 0:00:00,12:00,West Central,1,0,0
2020-03-25 0:00:00,12:00,West Central,1,0,0
2020-03-26 0:00:00,12:00,West Central,1,0,0
2020-03-27 0:00:00,12:00,West Central,1,0,0
2020-03-28 0:00:00,12:00,West Central,1,0,0
2020-03-29 0:00:00,12:00,West Central,3,0,0
2020-03-30 0:00:00,12:00,West Central,3,0,0
2020-03-31 0:00:00,12:00,West Central,3,0,0
2020-04-01 0:00:00,12:00,West Central,3,0,0
2020-04-02 0:00:00,12:00,West Central,3,0,0
2020-04-03 0:00:00,12:00,West Central,3,0,0
2020-04-04 0:00:00,12:00,West Central,5,0,0
2020-04-05 0:00:00,12:00,West Central,5,0,0
2020-04-06 0:00:00,12:00,West Central,10,0,0
2020-04-07 0:00:00,12:00,West Central,11,0,0
2020-04-08 0:00:00,12:00,West Central,14,0,0
2020-04-09 0:00:00,12:00,West Central,26,0,0
2020-04-10 0:00:00,12:00,West Central,28,0,0
2020-04-11 0:00:00,12:00,West Central,32,0,0
2020-04-12 0:00:00,21:12,West Central,33,0,0
2020-04-13 0:00:00,16:26,West Central,35,0,0
2020-04-14 0:00:00,16:14,West Central,36,0,0
2020-04-15 0:00:00,16:16,West Central,38,0,0
2020-04-16 0:00:00,19:10,West Central,41,0,0
2020-04-17 0:00:00,17:34,West Central,44,0,0
2020-04-17 0:00:00,20:59,West Central,44,0,0
2020-04-18 0:00:00,15:50,West Central,50,0,0
2020-04-19 0:00:00,14:45,West Central,66,0,0
2020-04-20 0:00:00,14:45,West Central,64,0,0
2020-04-21 0:00:00,14:45,West Central,66,0,0
2020-04-22 0:00:00,15:25,West Central,76,0,0
2020-04-23 0:00:00,14:48,West Central,92,0,0
2020-04-24 0:00:00,14:43,West Central,108,0,0
2020-04-24 0:00:00,15:24,West Central,108,0,0
2020-04-25 0:00:00,14:45,West Central,122,0,0
2020-04-26 0:00:00,14:45,West Central,133,0,0
2020-04-27 0:00:00,15:07,West Central,137,0,0
2020-04-28 0:00:00,15:05,West Central,152,0,1793
2020-04-29 0:00:00,17:23,West Central,161,0,2063
2020-04-30 0:00:00,16:42,West Central,179,0,2393
2020-05-01 0:00:00,15:37,West Central,189,1,0
2020-05-02 0:00:00,23:28,West Central,208,2,2816
2020-05-03 0:00:00,14:45,West Central,220,2,2954
2020-05-04 0:00:00,22:16,West Central,234,2,3062
2020-05-05 0:00:00,14:45,West Central,236,3,3243
2020-05-06 0:00:00,15:43,West Central,255,3,3366
2020-05-07 0:00:00,14:45,West Central,266,3,3562
2020-05-08 0:00:00,14:45,West Central,280,3,3894
2020-05-09 0:00:00,14:45,West Central,291,3,4202
2020-05-10 0:00:00,14:45,West Central,299,3,4485
2020-05-11 0:00:00,14:45,West Central,304,3,4930
2020-05-12 0:00:00,14:45,West Central,312,3,5232
2020-05-13 0:00:00,14:45,West Central,315,3,5476
2020-05-13 0:00:00,15:45,West Central,315,3,5456
2020-05-14 0:00:00,14:45,West Central,319,3,6114
2020-05-15 0:00:00,21:28,West Central,325,3,6730
2020-05-16 0:00:00,14:45,West Central,333,3,7153
2020-05-17 0:00:00,14:45,West Central,339,3,7336
2020-05-18 0:00:00,14:45,West Central,344,3,7563
2020-05-19 0:00:00,23:29,West Central,351,4,7672
2020-05-20 0:00:00,14:44,West Central,355,5,7848
2020-05-21 0:00:00,14:36,West Central,360,5,8115
2020-05-22 0:00:00,14:45,West Central,365,5,8404
2020-05-23 0:00:00,23:48,West Central,373,5,8657
2020-05-24 0:00:00,14:45,West Central,374,5,8773
2020-05-25 0:00:00,14:45,West Central,377,6,8884
2020-05-26 0:00:00,14:45,West Central,380,6,9039
2020-05-27 0:00:00,14:45,West Central,380,8,9226
2020-05-28 0:00:00,14:45,West Central,384,8,9384
2020-05-29 0:00:00,14:45,West Central,388,9,9532
2020-05-30 0:00:00,14:45,West Central,393,12,9746
2020-05-31 0:00:00,14:45,West Central,398,12,10019
2020-06-01 0:00:00,14:45,West Central,400,12,10154
2020-06-02 0:00:00,14:45,West Central,402,15,10279
2020-06-03 0:00:00,14:45,West Central,406,15,10494
2020-06-04 0:00:00,14:45,West Central,408,15,10799
2020-06-05 0:00:00,14:45,West Central,408,15,11051
2020-06-06 0:00:00,14:45,West Central,415,15,11146
2020-06-07 0:00:00,14:45,West Central,417,15,11249
2020-06-08 0:00:00,14:45,West Central,419,15,11417
2020-06-09 0:00:00,14:45,West Central,419,17,11605
2020-06-10 0:00:00,14:45,West Central,421,17,11800
2020-06-11 0:00:00,14:45,West Central,426,17,12274
2020-06-12 0:00:00,14:45,West Central,436,17,12951
2020-06-13 0:00:00,14:45,West Central,438,17,13693
2020-06-14 0:00:00,14:45,West Central,440,17,14011
2020-06-15 0:00:00,14:45,West Central,440,17,14160
2020-06-16 0:00:00,14:45,West Central,439,17,14264
2020-06-17 0:00:00,14:45,West Central,436,17,14516
2020-06-18 0:00:00,14:45,West Central,439,17,14830
2020-06-19 0:00:00,14:45,West Central,441,17,15013
2020-06-20 0:00:00,13:45,West Central,445,17,15198
2020-06-21 0:00:00,14:45,West Central,453,17,15358
2020-06-22 0:00:00,14:45,West Central,455,17,15547
2020-06-23 0:00:00,14:45,West Central,461,17,15747
2020-06-24 0:00:00,20:58,West Central,468,17,16070
2020-06-25 0:00:00,14:45,West Central,475,17,16908
2020-06-26 0:00:00,14:45,West Central,483,17,17149
2020-06-27 0:00:00,12:45,West Central,485,17,17575
2020-06-28 0:00:00,11:45,West Central,493,17,17738
2020-06-29 0:00:00,14:45,West Central,499,17,18089
2020-06-30 0:00:00,14:45,West Central,504,17,18369
2020-07-01 0:00:00,15:45,West Central,516,17,18618
2020-07-02 0:00:00,15:45,West Central,527,17,18871
2020-07-03 0:00:00,14:45,West Central,540,17,19197
2020-07-04 0:00:00,14:45,West Central,548,17,19436
2020-07-05 0:00:00,14:45,West Central,560,17,19772
2020-07-06 0:00:00,14:45,West Central,578,17,20153
2020-07-07 0:00:00,14:45,West Central,586,17,20623
2020-07-08 0:00:00,14:45,West Central,594,17,20899
2020-07-09 0:00:00,14:45,West Central,599,17,22009
2020-07-10 0:00:00,14:45,West Central,616,17,22512
2020-07-11 0:00:00,12:45,West Central,647,17,22927
2020-07-12 0:00:00,13:45,West Central,655,17,23350
2020-07-13 0:00:00,14:45,West Central,677,17,24080
2020-07-14 0:00:00,14:45,West Central,698,17,24483
2020-07-15 0:00:00,12:45,West Central,705,17,25100
2020-07-16 0:00:00,14:45,West Central,725,17,26226
2020-07-17 0:00:00,14:45,West Central,738,17,27073
2020-07-18 0:00:00,14:45,West Central,758,17,27860
2020-07-19 0:00:00,12:45,West Central,773,17,28338
2020-07-20 0:00:00,14:45,West Central,813,17,29181
2020-07-21 0:00:00,14:45,West Central,821,17,29484
2020-07-22 0:00:00,12:45,West Central,826,18,30154
2020-07-23 0:00:00,12:45,West Central,845,18,30715
2020-07-24 0:00:00,12:45,West Central,876,18,31378
2020-07-25 0:00:00,12:45,West Central,896,18,32044
2020-07-26 0:00:00,12:45,West Central,919,18,32963
2020-07-27 0:00:00,12:45,West Central,939,18,33360
2020-07-28 0:00:00,12:45,West Central,944,18,33665
2020-07-29 0:00:00,12:45,West Central,949,18,34257
2020-07-30 0:00:00,12:45,West Central,973,18,35050
2020-07-31 0:00:00,12:45,West Central,1014,18,35700
2020-08-01 0:00:00,12:45,West Central,1046,18,36725
2020-08-02 0:00:00,12:45,West Central,1074,19,37341
2020-08-03 0:00:00,12:45,West Central,1104,21,37763
2020-08-04 0:00:00,12:45,West Central,1123,22,38148
2020-08-05 0:00:00,12:45,West Central,1155,22,38633
2020-08-06 0:00:00,12:45,West Central,1199,23,39628
2020-08-07 0:00:00,12:45,West Central,1232,22,40461
2020-08-08 0:00:00,12:45,West Central,1262,22,41293
2020-08-09 0:00:00,12:45,West Central,1269,22,41842
2020-08-10 0:00:00,12:45,West Central,1312,22,42374
2020-08-11 0:00:00,12:45,West Central,1339,23,42742
2020-08-12 0:00:00,12:45,West Central,1387,23,43190
2020-08-13 0:00:00,12:45,West Central,1406,24,44022
2020-08-14 0:00:00,12:45,West Central,1458,24,44649
2020-08-15 0:00:00,12:45,West Central,1498,24,45466
2020-08-16 0:00:00,12:45,West Central,1548,24,46179
2020-08-17 0:00:00,12:45,West Central,1586,24,46650
2020-08-18 0:00:00,13:45,West Central,1620,24,47157
2020-08-19 0:00:00,12:45,West Central,1655,25,47538
2020-08-20 0:00:00,12:45,West Central,1667,25,48593
2020-08-21 0:00:00,12:45,West Central,1706,26,49397
2020-08-22 0:00:00,12:45,West Central,1730,26,50343
2020-08-23 0:00:00,12:45,West Central,1759,26,51015
2020-08-24 0:00:00,12:45,West Central,1787,26,51351
2020-08-25 0:00:00,12:45,West Central,1808,26,51680
2020-08-26 0:00:00,12:45,West Central,1825,27,52437
2020-08-26 0:00:00,14:45,West Central,1825,27,52437
2020-08-27 0:00:00,12:45,West Central,1857,28,52913
2020-08-28 0:00:00,12:45,West Central,1896,28,53692
2020-08-29 0:00:00,12:45,West Central,1931,28,54674
2020-08-30 0:00:00,12:45,West Central,1961,28,55287
2020-08-31 0:00:00,12:45,West Central,1986,28,55709
2020-09-01 0:00:00,12:45,West Central,2019,29,55864
2020-09-02 0:00:00,12:45,West Central,2054,30,56404
2020-09-03 0:00:00,12:45,West Central,2101,30,57003
2020-09-04 0:00:00,12:45,West Central,2174,30,58896
2020-09-05 0:00:00,12:45,West Central,2221,30,59743
2020-09-06 0:00:00,12:45,West Central,2261,31,60406
2020-09-07 0:00:00,12:45,West Central,2277,31,60718
2020-09-08 0:00:00,12:45,West Central,2284,31,61084
2020-09-09 0:00:00,12:45,West Central,2325,32,61728
2020-09-10 0:00:00,12:45,West Central,2379,33,62484
2020-09-11 0:00:00,12:45,West Central,2406,32,63594
2020-09-12 0:00:00,12:45,West Central,2464,32,64178
2020-09-13 0:00:00,11:45,West Central,2476,32,64798
2020-09-14 0:00:00,19:55,West Central,2495,32,65196
2020-09-15 0:00:00,12:45,West Central,2548,32,65842
2020-09-16 0:00:00,12:45,West Central,2589,33,66887
2020-09-17 0:00:00,12:45,West Central,2618,33,68109
2020-09-18 0:00:00,12:45,West Central,2681,33,68809
2020-09-19 0:00:00,12:45,West Central,2729,34,69478
2020-09-20 0:00:00,12:45,West Central,2771,34,70064
2020-09-21 0:00:00,12:45,West Central,2790,34,70620
2020-09-22 0:00:00,12:45,West Central,2846,34,71283
2020-09-23 0:00:00,12:45,West Central,2897,34,72098
2020-09-24 0:00:00,12:45,West Central,2946,34,72887
2020-09-25 0:00:00,12:45,West Central,3024,34,73682
2020-09-26 0:00:00,11:45,West Central,3086,34,74270
2020-09-27 0:00:00,12:45,West Central,3127,34,74892
2020-09-28 0:00:00,12:45,West Central,3169,34,75358
2020-09-29 0:00:00,12:45,West Central,3236,34,76337
2020-09-30 0:00:00,12:45,West Central,3284,34,77044
2020-10-01 0:00:00,12:45,West Central,3333,34,77822
2020-10-02 0:00:00,12:45,West Central,3379,35,78448
2020-10-03 0:00:00,12:45,West Central,3441,35,78987
2020-10-04 0:00:00,12:45,West Central,3463,35,79545
2020-10-05 0:00:00,12:45,West Central,3496,36,80021
2020-10-06 0:00:00,12:45,West Central,3540,38,80744
2020-10-07 0:00:00,14:45,West Central,3597,38,81746
2020-10-08 0:00:00,12:45,West Central,3648,39,82397
2020-10-09 0:00:00,12:45,West Central,3725,40,83169
2020-10-10 0:00:00,12:45,West Central,3804,41,83900
2020-10-11 0:00:00,12:45,West Central,3891,42,84676
2020-10-12 0:00:00,12:45,West Central,3962,42,85296
2020-10-12 0:00:00,9:45,West Central,3891,42,71769
2020-10-13 0:00:00,12:45,West Central,4014,43,85705
2020-10-14 0:00:00,12:45,West Central,4101,48,86480
2020-10-15 0:00:00,12:45,West Central,4224,50,87736
2020-10-16 0:00:00,12:45,West Central,4374,50,89092
2020-10-17 0:00:00,12:45,West Central,4460,50,90228
2020-10-18 0:00:00,12:45,West Central,4576,54,91140
2020-10-19 0:00:00,12:45,West Central,4676,54,91808
2020-10-20 0:00:00,12:45,West Central,4783,54,92815
2020-10-21 0:00:00,12:45,West Central,4906,59,94315
2020-10-22 0:00:00,12:45,West Central,5006,64,95367
2020-10-23 0:00:00,12:45,West Central,5140,66,96671
2020-10-24 0:00:00,12:45,West Central,5309,74,97962
2020-10-25 0:00:00,12:45,West Central,5408,74,99112
2020-10-26 0:00:00,12:45,West Central,5484,75,99967
2020-10-27 0:00:00,12:45,West Central,5581,81,101062
2020-10-28 0:00:00,12:45,West Central,5734,84,102419
2020-10-29 0:00:00,12:45,West Central,5882,86,103832
2020-10-30 0:00:00,12:45,West Central,6059,88,105120
